Date,High,Low,Open,Close,Volume,Adj Close
2017-04-28,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-01,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-02,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-03,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-04,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-05,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-08,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-09,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-10,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-11,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-12,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-15,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-16,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-17,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-18,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-19,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-22,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-23,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-24,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-25,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-26,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-30,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-05-31,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-01,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-02,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-05,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-06,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-07,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-08,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-09,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-12,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-13,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-14,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-15,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-16,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-19,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-20,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-21,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-22,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-23,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-26,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-27,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-28,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-29,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-06-30,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-07-03,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-07-05,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-07-06,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-07-07,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-07-10,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-07-11,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
2017-07-12,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.22498799860477448,0.0,0.22498799860477448
